Income,EconomicOrientation,PaidMembership,Satisfaction,PurchaseFreq,SOW,Revenue
63000,3,1,0.71,5.0,0.35,10000
17000,1,0,0.29,0.0,0.0,0
50000,3,0,0.28,1.0,0.15,3000
52000,3,0,0.49,2.0,0.1,4000
77000,4,1,0.59,6.0,0.1,13000
43000,2,0,0.52,5.0,0.25,7000
81000,4,0,0.31,2.0,0.35,17000
50000,3,1,0.79,5.0,0.4,8000
47000,3,0,0.58,5.0,0.15,7000
72000,4,1,0.67,5.0,0.1,6000
57000,3,0,0.22,6.0,0.15,7000
84000,4,1,0.72,5.0,0.4,6000
98000,4,1,0.64,5.0,0.15,13000
68000,3,0,0.33,0.0,0.0,0
23000,1,0,0.93,0.0,0.0,0
79000,4,1,0.78,4.0,0.2,14000
88000,3,1,0.56,4.0,0.25,10000
90000,4,0,0.41,3.0,0.1,6000
21000,2,0,0.51,2.0,0.1,3000
48000,3,0,0.27,2.0,0.1,5000
25000,2,0,0.44,3.0,0.25,6000
21000,1,0,0.09,1.0,0.0,12000
80000,3,1,0.42,5.0,0.1,7000
35000,2,1,0.64,2.0,0.3,5000
74000,4,1,0.79,3.0,0.25,7000
100000,4,1,0.46,4.0,0.1,8000
75000,3,0,0.14,1.0,0.15,4000
60000,3,1,0.71,2.0,0.25,5000
88000,4,1,0.68,3.0,0.1,11000
74000,4,1,0.23,2.0,0.2,6000
89000,5,1,0.48,5.0,0.15,8000
74000,4,1,0.58,3.0,0.15,8000
70000,3,1,0.68,4.0,0.25,8000
47000,3,1,0.8,5.0,0.3,10000
70000,3,1,0.74,3.0,0.1,4000
96000,4,1,0.76,3.0,0.15,8000
16000,1,0,0.52,5.0,0.05,4000
68000,4,1,0.91,4.0,0.35,7000
73000,4,0,0.43,3.0,0.1,8000
63000,4,0,0.74,3.0,0.15,6000
21000,1,0,0.33,0.0,0.0,0
60000,3,1,0.78,5.0,0.25,5000
41000,2,0,0.25,2.0,0.05,3000
76000,4,1,0.79,3.0,0.25,8000
97000,5,0,0.29,6.0,0.2,4000
38000,2,0,0.43,3.0,0.1,11000
24000,1,0,0.54,1.0,0.05,7000
30000,3,0,0.24,1.0,0.15,2000
19000,1,0,0.02,0.0,0.0,0
74000,4,1,0.69,6.0,0.2,6000
15000,1,0,0.32,2.0,0.05,8000
82000,4,1,0.72,5.0,0.1,9000
77000,5,0,0.39,4.0,0.25,7000
35000,3,0,0.49,5.0,0.1,13000
40000,3,0,0.49,5.0,0.15,6000
91000,5,1,0.52,4.0,0.25,6000
63000,3,0,0.21,3.0,0.1,6000
27000,1,0,0.35,1.0,0.15,13000
97000,4,1,0.57,3.0,0.15,5000
89000,5,1,0.73,6.0,0.2,10000
25000,1,0,0.24,2.0,0.05,5000
89000,5,1,0.41,5.0,0.15,6000
27000,3,0,0.13,3.0,0.15,4000
50000,4,0,0.19,4.0,0.1,7000
83000,4,1,0.8,5.0,0.15,9000
97000,4,1,0.86,4.0,0.1,7000
40000,2,0,0.25,3.0,0.1,8000
40000,2,0,0.05,1.0,0.05,2000
31000,2,0,0.14,4.0,0.05,7000
41000,3,0,0.37,2.0,0.1,6000
61000,3,0,0.33,2.0,0.1,4000
27000,1,0,0.18,0.0,0.0,0
94000,5,0,0.27,4.0,0.25,7000
70000,4,1,0.97,5.0,0.1,9000
51000,3,0,0.11,4.0,0.15,11000
43000,3,0,0.2,3.0,0.05,8000
36000,2,0,0.16,6.0,0.05,10000
44000,4,0,0.31,2.0,0.1,6000
92000,3,1,0.57,2.0,0.35,14000
85000,4,0,0.33,0.0,0.0,0
65000,4,0,0.33,1.0,0.15,13000
43000,3,0,0.4,5.0,0.1,7000
35000,3,0,0.36,5.0,0.05,7000
53000,4,0,0.23,2.0,0.15,5000
52000,3,1,0.61,6.0,0.1,13000
99000,3,1,0.68,2.0,0.2,5000
37000,3,0,0.28,3.0,0.15,10000
43000,3,0,0.2,4.0,0.05,4000
40000,2,1,0.61,3.0,0.15,6000
56000,3,0,0.36,2.0,0.05,12000
91000,3,1,0.64,5.0,0.3,13000
86000,4,0,0.32,0.0,0.0,0
70000,3,0,0.32,2.0,0.1,7000
93000,5,1,0.79,5.0,0.15,10000
43000,3,0,0.43,1.0,0.15,8000
73000,3,1,0.53,2.0,0.3,7000
93000,3,1,0.65,2.0,0.25,8000
76000,4,0,0.04,2.0,0.4,11000
63000,4,1,0.93,3.0,0.3,10000
34000,3,1,0.81,4.0,0.2,5000
97000,4,1,0.73,4.0,0.25,5000
21000,1,0,0.1,2.0,0.05,3000
42000,2,0,0.23,4.0,0.15,5000
76000,4,1,0.7,5.0,0.2,10000
23000,2,0,0.26,1.0,0.1,6000
95000,5,1,0.51,5.0,0.15,12000
68000,4,1,0.6,4.0,0.15,11000
37000,2,0,0.46,5.0,0.35,4000
42000,3,1,0.79,6.0,0.15,8000
50000,3,1,0.83,2.0,0.25,5000
77000,4,0,0.32,3.0,0.4,8000
22000,1,0,0.61,0.0,0.0,0
97000,5,1,0.88,2.0,0.3,9000
77000,3,1,0.53,6.0,0.1,8000
29000,2,0,0.38,3.0,0.15,8000
17000,0,0,0.24,5.0,0.05,5000
76000,3,0,0.11,1.0,0.05,4000
68000,3,0,0.21,5.0,0.15,9000
39000,2,0,0.36,3.0,0.05,6000
33000,3,0,0.35,0.0,0.0,0
58000,3,0,0.9,3.0,0.2,7000
16000,1,0,0.41,1.0,0.05,3000
17000,1,0,0.24,2.0,0.05,6000
77000,4,1,0.9,5.0,0.35,16000
58000,4,0,0.26,4.0,0.1,8000
43000,2,0,0.36,1.0,0.05,3000
36000,2,0,0.32,1.0,0.2,8000
44000,3,0,0.21,4.0,0.1,9000
98000,4,1,0.53,3.0,0.25,6000
51000,2,0,0.21,5.0,0.05,7000
60000,4,0,0.7,4.0,0.15,12000
61000,4,0,0.15,6.0,0.15,13000
21000,1,0,0.21,2.0,0.0,5000
45000,2,0,0.44,0.0,0.0,0
58000,4,0,0.63,7.0,0.25,8000
26000,2,0,0.45,6.0,0.05,5000
70000,3,1,0.69,2.0,0.2,9000
26000,2,0,0.07,2.0,0.1,5000
84000,3,0,0.1,4.0,0.1,3000
25000,2,0,0.03,3.0,0.1,10000
24000,1,0,0.4,2.0,0.1,4000
74000,4,1,0.67,4.0,0.3,10000
22000,1,0,0.21,1.0,0.1,7000
45000,3,0,0.64,3.0,0.1,5000
34000,2,1,0.71,2.0,0.05,4000
31000,3,0,0.14,0.0,0.0,0
78000,4,1,0.15,6.0,0.1,16000
29000,2,0,0.11,2.0,0.1,5000
72000,3,1,0.83,4.0,0.15,11000
74000,4,0,0.45,3.0,0.25,11000
26000,2,0,0.34,0.0,0.0,0
92000,3,0,0.47,6.0,0.2,9000
58000,4,0,0.07,2.0,0.05,3000
86000,4,1,0.72,5.0,0.35,14000
19000,1,0,0.22,1.0,0.05,6000
26000,1,0,0.49,2.0,0.05,9000
34000,2,0,0.25,2.0,0.05,10000
32000,3,0,0.41,0.0,0.0,0
53000,2,1,0.57,3.0,0.15,9000
47000,3,0,0.28,3.0,0.15,7000
47000,3,0,0.56,0.0,0.0,0
24000,2,0,0.29,0.0,0.0,0
16000,2,0,0.29,1.0,0.1,9000
66000,3,1,0.85,6.0,0.35,19000
51000,3,0,0.12,2.0,0.05,6000
29000,1,0,0.27,2.0,0.05,4000
98000,4,1,0.53,3.0,0.25,7000
83000,4,0,0.22,2.0,0.1,3000
87000,4,0,0.39,5.0,0.1,6000
15000,1,0,0.46,2.0,0.1,2000
16000,1,0,0.42,5.0,0.05,9000
47000,2,1,0.63,5.0,0.05,6000
77000,4,1,0.69,3.0,0.25,7000
73000,3,1,0.77,3.0,0.2,7000
19000,2,0,0.33,2.0,0.1,3000
22000,2,0,0.42,3.0,0.1,3000
37000,2,0,0.35,0.0,0.0,0
62000,3,0,0.14,3.0,0.05,7000
54000,4,1,0.88,6.0,0.15,10000
64000,3,1,0.51,4.0,0.15,10000
93000,4,1,0.78,2.0,0.25,8000
36000,3,0,0.39,1.0,0.1,2000
56000,3,1,0.55,5.0,0.1,9000
61000,2,0,0.31,3.0,0.1,7000
26000,1,0,0.37,0.0,0.0,0
50000,3,0,0.12,5.0,0.05,7000
24000,1,0,0.32,3.0,0.05,7000
23000,1,0,0.49,1.0,0.1,2000
87000,5,0,0.24,2.0,0.15,10000
46000,3,0,0.23,4.0,0.25,6000
100000,4,1,0.62,4.0,0.2,6000
55000,3,0,0.33,3.0,0.25,7000
66000,4,1,0.7,4.0,0.4,10000
81000,4,1,0.58,4.0,0.2,5000
64000,3,1,0.53,5.0,0.15,7000
31000,2,0,0.52,0.0,0.0,0
86000,3,1,0.67,5.0,0.2,14000
70000,3,1,0.57,5.0,0.15,15000
51000,3,0,0.48,1.0,0.25,6000
68000,4,1,0.85,6.0,0.25,8000
58000,3,0,0.22,3.0,0.1,10000
75000,4,1,0.79,4.0,0.2,7000
30000,2,0,0.15,2.0,0.1,4000
44000,2,0,0.07,4.0,0.15,4000
62000,3,1,0.64,6.0,0.15,10000
81000,4,1,0.86,0.0,0.0,0
57000,3,0,0.24,0.0,0.0,0
54000,3,0,0.4,2.0,0.15,9000
68000,4,1,0.82,5.0,0.25,10000
49000,2,0,0.17,0.0,0.0,0
58000,4,0,0.26,2.0,0.2,4000
18000,2,0,0.2,1.0,0.05,5000
43000,3,0,0.32,2.0,0.15,4000
28000,2,0,0.51,2.0,0.2,6000
22000,1,0,0.2,0.0,0.0,0
69000,4,0,0.39,2.0,0.1,8000
70000,4,1,0.57,5.0,0.15,7000
38000,2,0,0.14,5.0,0.1,11000
68000,4,0,0.38,0.0,0.0,0
44000,3,0,0.46,6.0,0.1,8000
71000,4,0,0.37,4.0,0.15,10000
34000,2,0,0.4,6.0,0.1,11000
89000,4,1,0.76,4.0,0.35,6000
28000,1,0,0.36,0.0,0.0,0
38000,3,0,0.5,5.0,0.1,7000
40000,3,0,0.39,0.0,0.0,0
21000,2,0,0.39,0.0,0.0,0
87000,3,1,0.54,6.0,0.25,6000
19000,1,0,0.31,3.0,0.05,5000
68000,3,0,0.27,3.0,0.1,12000
42000,2,0,0.64,0.0,0.0,0
68000,4,1,0.71,6.0,0.15,12000
32000,1,0,0.06,1.0,0.05,5000
76000,4,0,0.34,4.0,0.1,10000
51000,3,1,0.86,5.0,0.2,10000
23000,2,0,0.39,0.0,0.0,0
81000,4,0,0.09,3.0,0.15,6000
54000,3,0,0.12,2.0,0.1,4000
78000,4,1,0.79,7.0,0.2,18000
70000,4,1,0.9,3.0,0.25,11000
92000,3,1,0.72,5.0,0.05,8000
79000,4,1,0.65,6.0,0.2,15000
29000,3,0,0.15,0.0,0.0,0
47000,4,0,0.49,3.0,0.2,6000
72000,4,1,0.65,5.0,0.3,15000
78000,4,1,0.79,6.0,0.15,15000
20000,1,0,0.4,2.0,0.05,5000
73000,3,0,0.46,4.0,0.35,8000
28000,1,0,0.51,0.0,0.0,0
53000,3,0,0.22,3.0,0.05,7000
95000,4,1,0.1,6.0,0.2,11000
68000,4,1,0.72,5.0,0.2,8000
66000,4,1,0.66,4.0,0.2,7000
45000,3,0,0.28,4.0,0.1,6000
75000,3,1,0.86,3.0,0.15,11000
73000,3,1,0.79,4.0,0.25,9000
98000,4,0,0.28,0.0,0.0,0
80000,3,1,0.62,4.0,0.15,5000
77000,3,1,0.57,4.0,0.25,16000
53000,2,0,0.66,1.0,0.15,7000
20000,1,0,0.25,1.0,0.05,2000
53000,3,0,0.34,3.0,0.2,12000
87000,5,1,0.61,3.0,1.0,17000
85000,4,1,0.68,4.0,0.15,8000
81000,4,1,0.66,5.0,0.15,8000
32000,2,0,0.52,2.0,0.1,6000
25000,1,0,0.51,3.0,0.2,3000
88000,4,1,0.72,3.0,0.25,11000
96000,4,1,0.63,6.0,0.15,9000
20000,1,0,0.5,0.0,0.0,0
51000,3,0,0.25,4.0,0.15,9000
25000,2,0,0.39,4.0,0.1,16000
69000,4,1,0.76,5.0,0.1,5000
37000,2,0,0.57,0.0,0.0,0
74000,3,1,0.6,5.0,0.2,9000
25000,2,0,0.41,6.0,0.1,5000
91000,5,0,0.19,2.0,0.1,11000
27000,2,0,0.51,4.0,0.05,4000
21000,1,0,0.46,0.0,0.0,0
94000,5,1,0.74,3.0,0.15,8000
47000,3,0,0.26,0.0,0.0,0
83000,4,1,0.82,6.0,0.15,7000
86000,4,0,0.24,3.0,0.1,13000
52000,3,1,0.63,6.0,0.1,5000
51000,3,0,0.35,2.0,0.1,10000
85000,3,1,0.8,2.0,0.2,11000
20000,2,0,0.47,3.0,0.05,4000
61000,3,1,0.52,3.0,0.15,7000
58000,3,0,0.46,6.0,0.1,14000
43000,3,0,0.11,2.0,0.1,5000
45000,3,0,0.4,3.0,0.15,7000
25000,2,0,0.09,0.0,0.0,0
84000,4,1,0.81,4.0,0.4,8000
17000,1,0,0.35,0.0,0.0,0
59000,3,0,0.25,2.0,0.1,5000
99000,4,1,1.0,5.0,0.25,8000
76000,3,1,0.25,4.0,0.15,5000
49000,3,0,0.75,5.0,0.15,5000
35000,2,0,0.4,1.0,0.1,8000
49000,4,0,0.34,0.0,0.0,0
42000,2,1,0.82,5.0,0.1,7000
29000,2,1,0.65,2.0,0.1,10000
51000,3,0,0.28,0.0,0.0,0
58000,3,0,0.66,4.0,0.2,9000
17000,1,0,0.42,2.0,0.05,4000
96000,4,1,0.81,6.0,0.1,8000
52000,3,1,0.74,3.0,0.3,13000
41000,2,0,0.47,3.0,0.05,7000
57000,2,0,0.29,4.0,0.05,5000
24000,1,0,0.44,5.0,0.05,4000
89000,4,0,0.14,0.0,0.0,0
97000,4,1,0.63,6.0,0.2,14000
78000,3,0,0.36,5.0,0.15,5000
49000,3,0,0.36,4.0,0.15,8000
100000,4,1,0.87,6.0,0.4,18000
54000,4,0,0.16,3.0,0.15,9000
78000,4,1,0.85,4.0,0.25,8000
65000,4,0,0.22,3.0,0.3,8000
93000,4,1,0.95,3.0,0.35,7000
71000,3,1,0.83,5.0,0.2,9000
83000,3,1,0.76,5.0,0.15,12000
39000,3,1,0.68,3.0,0.15,9000
60000,3,1,0.78,4.0,0.15,4000
35000,2,0,0.64,1.0,0.1,5000
54000,2,0,0.28,3.0,0.05,11000
67000,4,0,0.1,1.0,0.15,6000
57000,2,1,0.52,2.0,0.1,14000
72000,3,1,0.74,3.0,0.15,13000
85000,3,0,0.39,4.0,0.1,8000
100000,5,1,0.55,4.0,0.2,11000
23000,1,0,0.06,0.0,0.0,0
18000,1,0,0.24,1.0,0.05,11000
18000,2,0,0.27,6.0,0.05,14000
69000,4,0,0.34,1.0,0.05,4000
18000,1,0,0.64,1.0,0.1,7000
40000,3,0,0.1,4.0,0.05,9000
84000,4,0,0.27,4.0,0.15,5000
32000,3,0,0.39,4.0,0.15,5000
83000,4,0,0.26,3.0,0.35,13000
79000,3,0,0.42,4.0,0.15,10000
36000,3,0,0.46,2.0,0.15,7000
19000,1,0,0.42,0.0,0.0,0
97000,5,1,0.63,4.0,0.15,7000
50000,2,0,0.13,6.0,0.05,5000
72000,4,0,0.1,1.0,0.15,9000
35000,3,0,0.52,3.0,0.15,3000
18000,2,0,0.52,0.0,0.0,0
93000,4,0,0.37,0.0,0.0,0
16000,1,0,0.41,0.0,0.0,0
64000,4,0,0.23,1.0,0.3,16000
93000,4,1,0.56,3.0,0.45,12000
37000,2,0,0.6,4.0,0.1,7000
82000,4,0,0.04,4.0,0.15,5000
62000,3,1,0.64,4.0,0.15,9000
38000,2,0,0.09,1.0,0.1,2000
31000,2,0,0.1,1.0,0.05,8000
36000,2,1,0.91,5.0,0.3,8000
86000,3,0,0.23,4.0,0.2,3000
79000,4,1,0.11,7.0,0.15,9000
33000,2,0,0.24,1.0,0.1,5000
79000,3,1,0.62,4.0,0.15,8000
50000,2,1,0.45,5.0,0.1,12000
37000,2,0,0.31,6.0,0.05,14000
36000,2,0,0.42,4.0,0.1,6000
65000,4,1,0.55,3.0,0.1,7000
79000,3,1,0.89,2.0,0.15,7000
28000,2,0,0.33,0.0,0.0,0
82000,4,1,0.84,4.0,0.4,16000
70000,4,1,0.51,6.0,0.1,8000
60000,4,1,0.6,3.0,0.15,5000
83000,4,0,0.26,2.0,0.05,5000
72000,3,0,0.11,3.0,0.05,9000
49000,3,0,0.5,2.0,0.25,4000
44000,2,0,0.19,3.0,0.1,2000
39000,3,0,0.11,0.0,0.0,0
28000,1,0,0.13,3.0,0.05,9000
43000,2,0,0.34,3.0,0.05,9000
35000,2,0,0.43,0.0,0.0,0
22000,2,0,0.44,3.0,0.05,12000
75000,4,1,0.7,6.0,0.35,15000
22000,2,0,0.41,1.0,0.1,3000
98000,4,1,0.63,4.0,0.2,9000
41000,2,0,0.48,1.0,0.15,10000
61000,4,1,0.76,7.0,0.1,6000
93000,4,1,0.71,6.0,0.15,6000
88000,4,1,0.7,2.0,0.25,12000
53000,3,1,0.73,3.0,0.2,6000
88000,3,0,0.3,3.0,0.1,6000
18000,2,0,0.21,3.0,0.1,12000
67000,3,1,0.94,4.0,0.25,5000
64000,4,0,0.49,3.0,0.2,10000
24000,2,0,0.39,0.0,0.0,0
70000,3,0,0.4,0.0,0.0,0
31000,3,0,0.18,0.0,0.0,0
38000,2,0,0.49,1.0,0.05,4000
75000,4,1,0.73,4.0,0.15,7000
84000,4,0,0.35,4.0,0.15,6000
84000,3,1,0.74,4.0,0.35,12000
35000,3,1,0.89,3.0,0.15,8000
48000,3,1,0.58,2.0,0.25,12000
66000,3,1,0.66,6.0,0.2,6000
74000,4,0,0.31,4.0,0.05,8000
17000,0,0,0.06,3.0,0.0,2000
76000,4,1,0.8,6.0,0.2,8000
34000,2,0,0.4,4.0,0.05,4000
56000,3,1,0.71,5.0,0.15,9000
51000,2,1,0.51,3.0,0.15,7000
58000,3,0,0.23,4.0,0.05,3000
83000,5,1,0.63,3.0,0.2,7000
66000,3,0,0.2,1.0,0.1,6000
24000,1,0,0.55,1.0,0.05,3000
24000,2,0,0.2,2.0,0.05,6000
41000,3,0,0.37,2.0,0.1,7000
36000,3,1,0.84,6.0,0.1,9000
45000,3,1,0.92,5.0,0.1,8000
82000,3,1,0.69,2.0,0.25,7000
97000,4,1,0.65,5.0,0.1,8000
24000,2,0,0.6,0.0,0.0,0
73000,3,0,0.44,4.0,0.15,6000
38000,2,0,0.95,2.0,0.15,13000
49000,2,0,0.31,3.0,0.05,6000
42000,2,0,0.22,5.0,0.1,10000
58000,4,0,0.36,5.0,0.15,9000
32000,3,0,0.2,1.0,0.05,7000
32000,3,0,0.31,3.0,0.15,6000
76000,4,1,0.68,4.0,0.2,14000
40000,2,0,0.53,0.0,0.0,0
82000,4,1,0.58,4.0,0.2,9000
83000,3,0,0.09,4.0,0.1,7000
57000,3,0,0.57,3.0,0.1,7000
94000,5,1,0.87,4.0,0.2,5000
56000,2,0,0.32,2.0,0.1,7000
67000,3,0,0.29,3.0,0.2,5000
81000,4,0,0.1,2.0,0.15,3000
64000,3,0,0.51,3.0,0.25,4000
90000,4,1,0.52,4.0,0.3,16000
80000,4,1,0.82,2.0,0.15,4000
60000,3,0,0.39,0.0,0.0,0
53000,4,0,0.65,0.0,0.0,0
65000,4,1,0.7,3.0,0.1,6000
73000,4,0,0.18,3.0,0.15,6000
58000,3,0,0.5,3.0,0.15,3000
43000,3,0,0.32,5.0,0.1,10000
71000,3,1,0.67,0.0,0.0,0
63000,4,1,0.67,5.0,0.15,12000
50000,3,0,0.17,0.0,0.0,0
61000,4,0,0.32,3.0,0.25,3000
49000,3,0,0.41,2.0,0.1,8000
73000,4,1,0.74,6.0,0.25,17000
39000,3,1,0.79,5.0,0.15,7000
22000,1,0,0.55,0.0,0.0,0
69000,4,1,0.79,3.0,0.15,15000
60000,2,0,0.29,0.0,0.0,0
25000,1,0,0.3,4.0,0.1,7000
82000,4,1,0.76,5.0,0.15,7000
96000,4,1,0.56,5.0,0.15,11000
67000,3,0,0.48,4.0,0.15,4000
71000,4,1,0.56,4.0,0.15,10000
79000,3,1,0.94,4.0,0.25,8000
80000,3,1,0.78,4.0,0.25,18000
50000,3,0,0.18,4.0,0.25,12000
67000,3,1,0.76,5.0,0.2,10000
66000,3,0,0.19,3.0,0.15,10000
67000,3,1,0.74,4.0,0.15,13000
27000,2,0,0.25,1.0,0.05,2000
24000,1,0,0.59,0.0,0.0,0
26000,2,1,0.63,4.0,0.2,14000
55000,4,0,0.13,0.0,0.0,0
88000,3,1,0.87,4.0,0.35,6000
39000,2,0,0.51,0.0,0.0,0
64000,4,1,0.91,3.0,0.25,6000
23000,2,0,0.61,2.0,0.1,6000
51000,2,1,0.4,0.0,0.0,0
95000,4,1,0.67,4.0,0.2,11000
70000,3,1,0.9,6.0,0.2,16000
23000,2,0,0.42,1.0,0.1,3000
84000,4,1,0.63,5.0,0.25,10000
98000,4,1,0.49,6.0,0.1,7000
71000,4,0,0.26,5.0,0.15,5000
28000,1,0,0.3,0.0,0.0,0
40000,3,0,0.34,1.0,0.05,5000
29000,3,0,0.31,0.0,0.0,0
41000,2,0,0.57,2.0,0.1,8000
89000,3,1,0.73,4.0,0.15,9000
54000,4,1,0.81,5.0,0.2,11000
38000,2,0,0.21,0.0,0.0,0
96000,3,1,0.7,4.0,0.15,5000
54000,3,0,0.5,6.0,0.15,14000
96000,3,1,0.33,4.0,0.1,11000
92000,4,1,0.78,4.0,0.3,9000
38000,2,0,0.53,2.0,0.1,6000
41000,2,0,0.3,2.0,0.1,10000
25000,2,0,0.32,3.0,0.1,6000
71000,3,0,0.07,5.0,0.1,6000
52000,2,0,0.19,2.0,0.1,5000
67000,3,0,0.27,3.0,0.2,4000
70000,4,1,0.57,4.0,0.25,6000
78000,3,0,0.21,1.0,0.05,2000
69000,3,1,0.68,0.0,0.0,0
71000,3,1,0.8,2.0,0.1,6000
41000,2,0,0.19,0.0,0.0,0
72000,4,0,0.39,0.0,0.0,0
63000,4,1,0.6,2.0,0.3,10000
24000,1,0,0.45,1.0,0.05,4000
39000,2,0,0.26,2.0,0.05,4000
54000,3,0,0.31,2.0,0.1,6000
92000,5,1,0.63,6.0,0.4,8000
97000,5,1,0.7,7.0,0.1,13000
15000,1,0,0.38,2.0,0.1,2000
89000,4,1,0.39,3.0,0.2,4000
66000,3,1,0.78,3.0,0.2,5000
79000,3,0,0.35,5.0,0.1,9000
41000,3,0,0.4,2.0,0.15,5000
56000,3,0,0.47,3.0,0.1,7000
73000,4,0,0.54,3.0,0.3,11000
87000,3,1,0.82,3.0,0.2,5000
30000,2,0,0.29,6.0,0.1,4000
58000,4,1,0.88,6.0,0.25,14000
45000,4,0,0.26,2.0,0.15,4000
48000,3,0,0.28,0.0,0.0,0
35000,3,1,0.7,6.0,0.2,9000
94000,4,1,0.72,4.0,0.15,7000
95000,3,0,0.33,0.0,0.0,0
35000,3,0,0.32,1.0,0.15,3000
92000,4,0,0.2,4.0,0.15,11000
61000,4,0,0.4,2.0,0.15,7000
69000,4,0,0.34,2.0,0.25,16000
25000,1,0,0.45,1.0,0.1,8000
49000,3,0,0.5,3.0,0.05,8000
49000,3,1,0.68,5.0,0.15,14000
27000,2,0,0.36,3.0,0.2,10000
29000,2,0,0.28,5.0,0.1,7000
24000,2,1,0.46,3.0,0.15,6000
99000,3,1,0.68,2.0,0.1,4000
88000,5,1,0.8,5.0,0.15,7000
46000,2,1,0.93,1.0,0.35,12000
93000,4,1,0.62,4.0,0.15,13000
60000,3,0,0.14,0.0,0.0,0
95000,5,1,0.73,4.0,0.25,10000
27000,1,0,0.31,0.0,0.0,0
29000,2,0,0.3,3.0,0.1,11000
77000,4,1,0.74,5.0,0.15,6000
28000,2,0,0.32,0.0,0.0,0
32000,2,0,0.51,5.0,0.15,7000
77000,4,1,0.58,5.0,0.25,10000
39000,3,0,0.57,1.0,0.15,4000
98000,5,1,0.77,4.0,0.25,5000
61000,3,0,0.3,2.0,0.2,5000
87000,3,1,0.67,2.0,0.15,9000
53000,2,0,0.11,2.0,0.05,5000
56000,3,0,0.09,3.0,0.1,9000
27000,2,0,0.43,0.0,0.0,0
50000,4,1,0.53,6.0,0.25,13000
37000,3,0,0.35,0.0,0.0,0
44000,3,0,0.46,2.0,0.1,5000
69000,4,0,0.39,6.0,0.3,13000
43000,2,0,0.24,2.0,0.1,5000
44000,2,0,0.46,5.0,0.1,4000
18000,2,0,0.37,3.0,0.05,3000
74000,3,1,0.63,4.0,0.15,9000
95000,3,1,0.7,5.0,0.2,7000
60000,3,1,0.84,3.0,0.45,7000
72000,3,0,0.47,2.0,0.1,6000
30000,2,1,0.72,4.0,0.1,5000
27000,1,0,0.28,0.0,0.0,0
60000,3,0,0.37,3.0,0.1,9000
73000,3,1,0.47,5.0,0.1,8000
96000,3,1,0.66,4.0,0.2,16000
35000,2,0,0.12,6.0,0.05,8000
63000,3,1,0.22,5.0,0.2,8000
87000,4,1,0.62,4.0,0.2,14000
29000,3,0,0.61,2.0,0.25,9000
19000,2,0,0.53,1.0,0.15,9000
55000,3,0,0.76,5.0,0.15,4000
19000,1,0,0.49,3.0,0.05,9000
44000,2,1,0.71,2.0,0.1,4000
57000,3,0,0.32,0.0,0.0,0
98000,4,1,0.82,4.0,0.2,6000
47000,3,1,0.86,5.0,0.15,11000
70000,4,1,0.73,4.0,0.25,8000
43000,3,0,0.37,3.0,0.1,7000
24000,2,0,0.36,1.0,0.05,10000
15000,1,0,0.32,3.0,0.05,4000
49000,3,0,0.38,5.0,0.15,5000
28000,2,0,0.41,3.0,0.1,4000
89000,5,1,0.47,3.0,0.2,8000
58000,3,0,0.23,3.0,0.15,4000
82000,5,1,0.68,7.0,0.5,9000
39000,3,1,0.88,5.0,0.15,6000
95000,3,1,0.65,2.0,0.2,5000
59000,3,0,0.33,0.0,0.0,0
78000,3,1,0.67,2.0,0.2,8000
74000,4,1,0.42,4.0,0.15,7000
40000,2,0,0.29,2.0,0.05,3000
61000,3,1,0.77,3.0,0.2,11000
70000,4,0,0.53,7.0,0.2,8000
73000,3,1,0.78,3.0,0.4,17000
42000,3,0,0.28,3.0,0.15,4000
72000,4,1,0.95,4.0,0.25,8000
49000,3,0,0.62,3.0,0.1,7000
78000,3,1,0.8,4.0,0.1,11000
36000,2,0,0.29,0.0,0.0,0
65000,3,0,0.38,2.0,0.1,2000
94000,3,1,0.67,2.0,0.05,4000
22000,2,0,0.53,4.0,0.1,5000
32000,2,0,0.65,5.0,0.15,4000
56000,3,1,0.38,4.0,0.15,6000
94000,5,1,0.36,4.0,0.15,7000
71000,3,1,0.59,3.0,0.15,6000
40000,3,1,0.9,2.0,0.15,8000
44000,3,0,0.1,2.0,0.25,4000
23000,1,0,0.25,0.0,0.0,0
94000,4,1,0.42,3.0,0.15,7000
76000,3,1,0.93,5.0,0.15,10000
20000,1,0,0.7,1.0,0.05,7000
78000,4,0,0.36,3.0,0.25,4000
74000,3,0,0.2,2.0,0.15,4000
95000,4,1,0.78,4.0,0.35,13000
26000,1,0,0.43,3.0,0.1,7000
22000,2,0,0.43,5.0,0.1,5000
62000,4,0,0.24,1.0,0.15,8000
79000,4,0,0.23,1.0,0.15,5000
30000,2,0,0.46,0.0,0.0,0
64000,3,1,0.67,3.0,0.2,5000
97000,4,1,0.59,3.0,0.15,4000
78000,3,1,0.64,3.0,0.2,7000
68000,3,1,0.82,2.0,0.2,5000
99000,4,1,0.66,6.0,0.35,11000
35000,2,0,0.17,1.0,0.05,4000
88000,4,1,0.24,6.0,0.1,6000
30000,3,1,0.67,6.0,0.15,10000
72000,4,1,0.59,6.0,0.45,15000
21000,1,0,0.04,0.0,0.0,0
95000,4,1,0.57,5.0,0.3,12000
90000,4,1,0.65,2.0,0.2,7000
28000,1,1,0.79,4.0,0.35,12000
78000,5,1,0.82,5.0,0.15,11000
58000,3,0,0.26,1.0,0.1,8000
